Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID	GO ID	Term	Code
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0005635	nuclear envelope	IEA
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0005635	nuclear envelope	ISO
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0005635	nuclear envelope	ISS
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0005634	nucleus	IEA
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0048471	perinuclear region of cytoplasm	ISO
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0048471	perinuclear region of cytoplasm	ISS
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0005886	plasma membrane	IEA
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0030501	positive regulation of bone mineralization	ISO
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0030501	positive regulation of bone mineralization	ISS
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0045669	positive regulation of osteoblast differentiation	IBA
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0045669	positive regulation of osteoblast differentiation	ISO
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0045669	positive regulation of osteoblast differentiation	ISS
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0005515	protein binding	IPI
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0010468	regulation of gene expression	ISO
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0010468	regulation of gene expression	ISS
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0006855	xenobiotic transmembrane transport	IDA
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0006855	xenobiotic transmembrane transport	ISO
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0042910	xenobiotic transmembrane transporter activity	IDA
0610007C21Rik	old symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	ENSMUSG00000013622	381629	GO:0042910	xenobiotic transmembrane transporter activity	ISO
0610007L01Rik	old symbol	MGI:1918917	Tmem248	transmembrane protein 248	protein coding gene	ENSMUSG00000053094	71667	GO:0008150	biological_process	ND
0610007L01Rik	old symbol	MGI:1918917	Tmem248	transmembrane protein 248	protein coding gene	ENSMUSG00000053094	71667	GO:0016020	membrane	IEA
0610007L01Rik	old symbol	MGI:1918917	Tmem248	transmembrane protein 248	protein coding gene	ENSMUSG00000053094	71667	GO:0003674	molecular_function	ND
0610007N19Rik	old symbol	MGI:1914085	Snhg18	small nucleolar RNA host gene 18	lncRNA gene	ENSMUSG00000096956	100616095	GO:0008150	biological_process	ND
0610007N19Rik	old symbol	MGI:1914085	Snhg18	small nucleolar RNA host gene 18	lncRNA gene	ENSMUSG00000096956	100616095	GO:0005575	cellular_component	ND
0610007N19Rik	old symbol	MGI:1914085	Snhg18	small nucleolar RNA host gene 18	lncRNA gene	ENSMUSG00000096956	100616095	GO:0003674	molecular_function	ND
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005524	ATP binding	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0034614	cellular response to reactive oxygen species	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005813	centrosome	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005813	centrosome	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005694	chromosome	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0000775	chromosome, centromeric region	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0000775	chromosome, centromeric region	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0000775	chromosome, centromeric region	ISS
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005737	cytoplasm	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005737	cytoplasm	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005856	cytoskeleton	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0003677	DNA binding	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0006974	DNA damage response	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0006974	DNA damage response	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0006974	DNA damage response	ISS
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0006281	DNA repair	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0097680	double-strand break repair via classical nonhomologous end joining	IDA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0097680	double-strand break repair via classical nonhomologous end joining	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0004386	helicase activity	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0016787	hydrolase activity	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0036297	interstrand cross-link repair	IBA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0036297	interstrand cross-link repair	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005739	mitochondrion	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005739	mitochondrion	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0000166	nucleotide binding	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005634	nucleus	IEA
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005634	nucleus	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0005515	protein binding	IPI
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0032991	protein-containing complex	ISO
0610007P08Rik	old symbol	MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	protein coding gene	ENSMUSG00000021470	76251	GO:0019901	protein kinase binding	ISO
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0005783	endoplasmic reticulum	IBA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0005783	endoplasmic reticulum	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0005789	endoplasmic reticulum membrane	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0042802	identical protein binding	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0042802	identical protein binding	ISO
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0006629	lipid metabolic process	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0016020	membrane	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0030674	protein-macromolecule adaptor activity	IBA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0006694	steroid biosynthetic process	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0008202	steroid metabolic process	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0016126	sterol biosynthetic process	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0030133	transport vesicle	IEA
0610007P14Rik	old symbol	MGI:1915571	Erg28	ergosterol biosynthesis 28	protein coding gene	ENSMUSG00000021252	58520	GO:0030133	transport vesicle	ISO
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0005737	cytoplasm	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0000455	enzyme-directed rRNA pseudouridine synthesis	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0000455	enzyme-directed rRNA pseudouridine synthesis	ISO
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0030490	maturation of SSU-rRNA	IBA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0042254	ribosome biogenesis	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0006364	rRNA processing	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0106388	rRNA small subunit aminocarboxypropyltransferase activity	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0106388	rRNA small subunit aminocarboxypropyltransferase activity	ISO
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:1904047	S-adenosyl-L-methionine binding	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0016740	transferase activity	IEA
0610007P22Rik	old symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	ENSMUSG00000015126	68327	GO:0016740	transferase activity	ISO
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0008219	cell death	IMP
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0005575	cellular_component	ND
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0010467	gene expression	IMP
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0001889	liver development	IMP
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0003674	molecular_function	ND
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0048255	mRNA stabilization	IMP
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0072593	reactive oxygen species metabolic process	IMP
0610008F07Rik	old symbol	MGI:1915564	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	antisense lncRNA gene	ENSMUSG00000046840	68314	GO:0009611	response to wounding	IMP
0610009B14Rik	old symbol	MGI:1915604	Plekhd1os	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand	antisense lncRNA gene	ENSMUSG00000044062	68354	GO:0008150	biological_process	ND
0610009B14Rik	old symbol	MGI:1915604	Plekhd1os	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand	antisense lncRNA gene	ENSMUSG00000044062	68354	GO:0005575	cellular_component	ND
0610009B14Rik	old symbol	MGI:1915604	Plekhd1os	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand	antisense lncRNA gene	ENSMUSG00000044062	68354	GO:0003674	molecular_function	ND
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0005737	cytoplasm	IBA
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0005783	endoplasmic reticulum	ISO
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	IBA
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0005654	nucleoplasm	ISO
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0005634	nucleus	IBA
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0005634	nucleus	ISO
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0048471	perinuclear region of cytoplasm	ISO
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0001501	skeletal system development	ISO
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0044325	transmembrane transporter binding	ISO
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0030008	TRAPP complex	IBA
0610009B22Rik	old symbol	MGI:1913300	Trappc2b	trafficking protein particle complex 2B	protein coding gene	ENSMUSG00000007777	66050	GO:0030008	TRAPP complex	ISO
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0001825	blastocyst formation	IMP
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0003729	mRNA binding	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0003729	mRNA binding	ISO
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0003729	mRNA binding	ISS
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0006397	mRNA processing	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0000398	mRNA splicing, via spliceosome	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0000398	mRNA splicing, via spliceosome	IMP
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0000398	mRNA splicing, via spliceosome	ISO
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0000398	mRNA splicing, via spliceosome	ISS
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0003676	nucleic acid binding	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005654	nucleoplasm	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005654	nucleoplasm	ISO
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005634	nucleus	IDA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005634	nucleus	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005634	nucleus	ISO
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0003723	RNA binding	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0008380	RNA splicing	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005681	spliceosomal complex	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005689	U12-type spliceosomal complex	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005689	U12-type spliceosomal complex	ISO
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005684	U2-type spliceosomal complex	IEA
0610009D07Rik	old symbol	MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	protein coding gene	ENSMUSG00000037361	66055	GO:0005684	U2-type spliceosomal complex	ISO
0610009L18Rik	current symbol	MGI:1914088	0610009L18Rik	RIKEN cDNA 0610009L18 gene	lncRNA gene	ENSMUSG00000043644	66838	GO:0008150	biological_process	ND
0610009L18Rik	current symbol	MGI:1914088	0610009L18Rik	RIKEN cDNA 0610009L18 gene	lncRNA gene	ENSMUSG00000043644	66838	GO:0005575	cellular_component	ND
0610009L18Rik	current symbol	MGI:1914088	0610009L18Rik	RIKEN cDNA 0610009L18 gene	lncRNA gene	ENSMUSG00000043644	66838	GO:0003674	molecular_function	ND
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0006915	apoptotic process	IEA
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0033554	cellular response to stress	IEA
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0033554	cellular response to stress	ISO
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0005737	cytoplasm	IEA
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0005829	cytosol	IEA
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0005829	cytosol	ISO
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0006974	DNA damage response	IEA
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0006974	DNA damage response	ISO
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0006974	DNA damage response	ISS
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	IEA
0610009O20Rik	old symbol	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	protein coding gene	ENSMUSG00000024442	66839	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	ISO
